word	sentence#	tag	pos	lemma
saman	186	O	aa	saman
út	186	O	aa	út
öllum	186	O	fovfþ	allur
útskýringum	186	O	nvfþ	útskýring
sem	186	O	ct	sem
áttu	186	O	sfg3fþ	eiga
rót	186	O	nveo	rót
sína	186	O	feveo	sinn
hjá	186	O	aþ	hjá
Guði	186	B-Person	nkeþ-s	Guð
.	186	O	.	.

Engu	187	O	foheþ	enginn
að	187	O	aa	að
síður	187	O	aam	síður
voru	187	O	sfg3fþ	vera
óleyst	187	O	lhfnsf	óleystur
mál	187	O	nhfn	mál
látin	187	O	sþghfn	láta
liggja	187	O	sng	liggja
óhreyfð	187	O	lhfnsf	óhreyfður
á	187	O	aþ	á
borði	187	O	nheþ	borð
Guðs	187	B-Person	nkee-s	Guð
.	187	O	.	.

Menn	188	O	nkfn	maður
hafa	188	O	sfg3fn	hafa
sem	188	O	c	sem
sagt	188	O	ssg	segja
haft	188	O	ssg	hafa
ýmsar	188	O	fovfo	ýmis
hugmyndir	188	O	nvfo	hugmynd
um	188	O	ao	um
Guð	188	B-Person	nkeo-s	Guð
,	188	O	,	,
já	188	O	au	já
svo	188	O	aa	svo
margar	188	O	lvfosf	margur
að	188	O	c	að
ógert	188	O	lhensf	ógerður
var	188	O	sfg3eþ	vera
að	188	O	cn	að
benda	188	O	sng	benda
á	188	O	ao	á
eina	188	O	tfveo	einn
mynd	188	O	nveo	mynd
af	188	O	aþ	af
þeim	188	O	fakeþ	sá
aragrúa	188	O	nkeþ	aragrúi
og	188	O	c	og
segja	188	O	sng	segja
:	188	O	:	:
Þetta	188	O	fahen	þessi
er	188	O	sfg3en	vera
Guð	188	B-Person	nken-s	Guð
.	188	O	.	.

Hugmyndir	189	O	nvfn	hugmynd
manna	189	O	nkfe	maður
um	189	O	ao	um
Guð	189	B-Person	nkeo-s	Guð
hafa	189	O	sfg3fn	hafa
líka	189	O	aa	líka
tekið	189	O	ssg	taka
stórstígum	189	O	lvfþsf	stórstígur
breytingum	189	O	nvfþ	breyting
í	189	O	aþ	í
aldanna	189	O	nvfeg	öld
rás	189	O	nveþ	rás
og	189	O	c	og
sumar	189	O	fovfn	sumur
náð	189	O	ssg	ná
fótfestu	189	O	nveþ	fótfesta
um	189	O	ao	um
lengri	189	O	lkeovm	langur
tíma	189	O	nkeo	tími
en	189	O	c	en
aðrar	189	O	fovfn	annar
um	189	O	ao	um
skemmri	189	O	lkeovm	skammur
.	189	O	.	.

Hugsun	190	O	nven	hugsun
kristinna	190	O	lkfesf	kristinn
manna	190	O	nkfe	maður
um	190	O	ao	um
Guð	190	B-Person	nkeo-s	Guð
stendur	190	O	sfg3en	standa
föstum	190	O	lkfþsf	fastur
fótum	190	O	nkfþ	fótur
í	190	O	aþ	í
fornum	190	O	lhfþsf	forn
ritum	190	O	nhfþ	rit
.	190	O	.	.

Sennilega	191	O	aa	sennilega
hafa	191	O	sfg3fn	hafa
fá	191	O	lhfnsf	fár
rit	191	O	nhfn	rit
verið	191	O	ssg	vera
jafnmikið	191	O	aa	jafnmikið
rannsökuð	191	O	sþghfn	rannsaka
sem	191	O	c	sem
þau	191	O	fphfn	það
.	191	O	.	.

Margvíslegir	192	O	lkfnsf	margvíslegur
trúarstraumar	192	O	nkfn	trúarstraumur
eiga	192	O	sfg3fn	eiga
upptök	192	O	nhfo	upptök
sín	192	O	fehfo	sinn
í	192	O	aþ	í
þeim	192	O	fphfþ	það
og	192	O	c	og
draga	192	O	sng	draga
dám	192	O	nkeo	dámur
sitt	192	O	feheo	sinn
af	192	O	aþ	af
því	192	O	fpheþ	það
hvaða	192	O	fshfþ	hvaða
augum	192	O	nhfþ	auga
menn	192	O	nkfn	maður
líta	192	O	sfg3fn	líta
ritningarnar	192	O	nvfog	ritning
.	192	O	.	.

Sumir	193	O	fokfn	sumur
trúa	193	O	sfg3fn	trúa
hverju	193	O	foheþ	hver
orði	193	O	nheþ	orð
sem	193	O	ct	sem
þar	193	O	aa	þar
stendur	193	O	sfg3en	standa
og	193	O	c	og
fylla	193	O	sfg3fn	fylla
því	193	O	aa	því
raðir	193	O	nvfo	röð
bókstafstrúarmanna	193	O	nkfe	bókstafstrúarmaður
en	193	O	c	en
aðrir	193	O	fokfn	annar
telja	193	O	sfg3fn	telja
sig	193	O	fpkfo	sig
þurfa	193	O	sng	þurfa
að	193	O	cn	að
túlka	193	O	sng	túlka
þau	193	O	fphfo	það
eða	193	O	c	eða
komast	193	O	snm	koma
að	193	O	aþ	að
því	193	O	fpheþ	það
hvað	193	O	fsheo	hver
höfundar	193	O	nkfn	höfundur
þeirra	193	O	fphfe	það
ætluðu	193	O	sfg3fþ	ætla
sér	193	O	fpkfþ	sig
í	193	O	aþ	í
raun	193	O	nveþ	raun
og	193	O	c	og
veru	193	O	nveþ	vera
að	193	O	cn	að
færa	193	O	sng	færa
fram	193	O	aa	fram
.	193	O	.	.

Enn	194	O	aa	enn
aðrir	194	O	fokfn	annar
hafa	194	O	sfg3fn	hafa
fundið	194	O	ssg	finna
viðspyrnu	194	O	nveo	viðspyrna
í	194	O	aþ	í
ritum	194	O	nhfþ	rit
sem	194	O	ct	sem
byggja	194	O	sfg3fn	byggja
á	194	O	aþ	á
hinum	194	O	gvfþ	hinn
fornu	194	O	lvfþvf	forn
ritningum	194	O	nvfþ	ritning
eins	194	O	aa	eins
og	194	O	c	og
til	194	O	ae	til
dæmis	194	O	nhee	dæmi
dæmis	194	O	nhee	dæmi
ýmsum	194	O	fovfþ	ýmis
trúarjátningum	194	O	nvfþ	trúarjátning
sem	194	O	ct	sem
eiga	194	O	sfg3fn	eiga
að	194	O	cn	að
draga	194	O	sng	draga
fram	194	O	aa	fram
kjarna	194	O	nkeo	kjarni
trúarinnar	194	O	nveeg	trú
og	194	O	c	og
útskýra	194	O	sng	útskýra
það	194	O	faheo	sá
sem	194	O	ct	sem
óljóst	194	O	lhensf	óljós
kann	194	O	sfg3en	kunna
að	194	O	cn	að
þykja	194	O	sng	þykja
eða	194	O	c	eða
hnykkja	194	O	sng	hnykkja
á	194	O	aþ	á
öðru	194	O	foheþ	annar
.	194	O	.	.

Kjarni	195	O	nken	kjarni
kristinnar	195	O	lveesf	kristinn
trúar	195	O	nvee	trú
er	195	O	sfg3en	vera
Jesús	195	B-Person	nken-s	Jesús
Kristur	195	I-Person	nken-s	Kristur
.	195	O	.	.

Öll	196	O	fohfn	allur
þau	196	O	fahfn	sá
rit	196	O	nhfn	rit
sem	196	O	ct	sem
við	196	O	fp1fn	ég
höfum	196	O	sfg1fn	hafa
í	196	O	aþ	í
höndunum	196	O	nvfþg	hönd
um	196	O	ao	um
hann	196	O	fpkeo	hann
eru	196	O	sfg3fn	vera
mótuð	196	O	sþghfn	móta
af	196	O	aþ	af
trú	196	O	nveþ	trú
og	196	O	c	og
eru	196	O	sfg3fn	vera
í	196	O	aþ	í
raun	196	O	nveþ	raun
og	196	O	c	og
veru	196	O	nveþ	vera
trúboðsrit	196	O	nhfn	trúboðsrit
.	196	O	.	.

Hæpið	197	O	lhensf	hæpinn
er	197	O	sfg3en	vera
að	197	O	cn	að
blása	197	O	sng	blása
trúarhugsun	197	O	nveþ	trúarhugsun
höfundanna	197	O	nkfeg	höfundur
á	197	O	ao	á
haf	197	O	nheo	haf
út	197	O	aa	út
og	197	O	c	og
virða	197	O	sng	virða
fyrir	197	O	aþ	fyrir
sér	197	O	fpkeþ	sig
persónu	197	O	nveo	persóna
Jesú	197	B-Person	nkee-s	Jesús
frá	197	I-Person	aþ	frá
Nasaret	197	I-Person	e	Nasaret
áður	197	O	aa	áður
en	197	O	c	en
höfundarnir	197	O	nkfng	höfundur
og	197	O	c	og
trúarsamfélag	197	O	nhen	trúarsamfélag
þeirra	197	O	fpkfe	hann
settu	197	O	sfg3fþ	setja
mark	197	O	nheo	mark
sitt	197	O	feheo	sinn
á	197	O	ao	á
hana	197	O	fpveo	hún
.	197	O	.	.

Frásögnunum	198	O	nvfþg	frásögn
verður	198	O	sfg3en	verða
ekki	198	O	aa	ekki
breytt	198	O	sþghen	breyta
-	198	O	-	-
en	198	O	c	en
þær	198	O	fpvfn	hún
verða	198	O	sfg3fn	verða
ætíð	198	O	aa	ætíð
viðfangsefni	198	O	nhen	viðfangsefni
hugsunar	198	O	nvee	hugsun
okkar	198	O	fp1fe	ég
og	198	O	c	og
þar	198	O	aa	þar
er	198	O	sfg3en	vera
túlkun	198	O	nven	túlkun
okkar	198	O	fp1fe	ég
eitt	198	O	fohen	einn
aðal	198	O	lhenof	aðal
tækið	198	O	nheng	tæki
til	198	O	ae	til
að	198	O	cn	að
komast	198	O	snm	koma
að	198	O	aþ	að
því	198	O	fpheþ	það
hver	198	O	foken	hver
boðskapur	198	O	nken	boðskapur
þeirra	198	O	fpvfe	hún
er	198	O	sfg3en	vera
.	198	O	.	.

Túlkunin	199	O	nveng	túlkun
er	199	O	sfg3en	vera
lykill	199	O	nken	lykill
sem	199	O	ct	sem
ekki	199	O	aa	ekki
má	199	O	sfg3en	mega
gleymast	199	O	snm	gleyma
né	199	O	c	né
týnast	199	O	snm	týna
.	199	O	.	.

Stundum	200	O	aa	stundum
er	200	O	sfg3en	vera
sagt	200	O	sþghen	segja
að	200	O	c	að
hugsun	200	O	nven	hugsun
manna	200	O	nkfe	maður
um	200	O	ao	um
Guð	200	B-Person	nkeo-s	Guð
sé	200	O	svg3en	vera
nátengd	200	O	lvensf	nátengdur
tilfinningalífi	200	O	nheþ	tilfinningalíf
þeirra	200	O	fpkfe	hann
.	200	O	.	.

Við	201	O	fp1fn	ég
þekkjum	201	O	sfg1fn	þekkja
öll	201	O	fohfn	allur
fólk	201	O	nheo	fólk
sem	201	O	ct	sem
á	201	O	sfg3en	eiga
sterka	201	O	lveosf	sterkur
trú	201	O	nveo	trú
og	201	O	c	og
sumir	201	O	fokfn	sumur
gefa	201	O	sfg3fn	gefa
sig	201	O	fpkfo	sig
á	201	O	ao	á
vald	201	O	nheo	vald
heitum	201	O	lvfþsf	heitur
tilfinningum	201	O	nvfþ	tilfinning
þegar	201	O	c	þegar
að	201	O	aþ	að
trúnni	201	O	nveþg	trú
kemur	201	O	sfg3en	koma
.	201	O	.	.

En	202	O	c	en
að	202	O	aþ	að
baki	202	O	nheþ	bak
þessum	202	O	favfþ	þessi
tilfinningum	202	O	nvfþ	tilfinning
býr	202	O	sfg3en	búa
ákveðin	202	O	lvensf	ákveðinn
túlkun	202	O	nven	túlkun
.	202	O	.	.

Fjölmargir	203	O	lkfnsf	fjölmargur
nútímamenn	203	O	nkfn	nútímamaður
hugsa	203	O	sfg3fn	hugsa
til	203	O	ae	til
Guðs	203	B-Person	nkee-s	Guð
þegar	203	O	c	þegar
þeir	203	O	fpkfn	hann
glíma	203	O	sfg3fn	glíma
við	203	O	ao	við
grundvallarspurningar	203	O	nvfo	grundvallarspurning
lífsins	203	O	nheeg	líf
eins	203	O	aa	eins
og	203	O	c	og
t.d.	203	O	as	t.d.
tilgang	203	O	nkeo	tilgangur
og	203	O	c	og
eðli	203	O	nheo	eðli
þess	203	O	fphee	það
,	203	O	,	,
hvernig	203	O	aa	hvernig
tíminn	203	O	nkeng	tími
meitlar	203	O	sfg3en	meitla
manneskjurnar	203	O	nvfog	manneskja
;	203	O	;	;
þær	203	O	fpvfn	hún
lifa	203	O	sfg3fn	lifa
og	203	O	c	og
deyja	203	O	sfg3fn	deyja
.	203	O	.	.

Andspænis	204	O	aþ	andspænis
dauðanum	204	O	nkeþg	dauði
sem	204	O	ct	sem
hvarvetna	204	O	aa	hvarvetna
má	204	O	sfg3en	mega
sjá	204	O	sng	sjá
í	204	O	aþ	í
heiminum	204	O	nkeþg	heimur
er	204	O	sfg3en	vera
manneskjan	204	O	nveng	manneskja
óttaslegin	204	O	lvensf	óttasleginn
og	204	O	c	og
spurul	204	O	lvensf	spurull
.	204	O	.	.

En	205	O	c	en
kristin	205	O	lvensf	kristinn
trú	205	O	nven	trú
svarar	205	O	sfg3en	svara
t.d.	205	O	as	t.d.
þeirri	205	O	faveþ	sá
spurningu	205	O	nveþ	spurning
og	205	O	c	og
vekur	205	O	sfg3en	vekja
aðrar	205	O	fovfo	annar
.	205	O	.	.

Okkar	206	O	fp1fe	ég
er	206	O	sfg3en	vera
að	206	O	cn	að
lesa	206	O	sng	lesa
-	206	O	-	-
og	206	O	c	og
túlka	206	O	sng	túlka
.	206	O	.	.

29/03/2006	207	B-Date	ta	29/03/2006

Myndin	208	O	nveng	mynd
af	208	O	aþ	af
Jesú	208	B-Person	nkeþ-s	Jesús

Margir	209	O	lkfnsf	margur
geyma	209	O	sfg3fn	geyma
ákveðna	209	O	lveosf	ákveðinn
mynd	209	O	nveo	mynd
í	209	O	aþ	í
huga	209	O	nkeþ	hugi
sínum	209	O	fekeþ	sinn
af	209	O	aþ	af
Jesú	209	B-Person	nkeþ-s	Jesús
Kristi	209	I-Person	nkeþ-s	Kristur
.	209	O	.	.

Sú	210	O	faven	sá
mynd	210	O	nven	mynd
er	210	O	sfg3en	vera
bæði	210	O	c	bæði
dregin	210	O	sþgven	draga
upp	210	O	aa	upp
af	210	O	aþ	af
sjálfum	210	O	fbhfþ	sjálfur
okkur	210	O	fp1fþ	ég
og	210	O	c	og
öðrum	210	O	fokfþ	annar
.	210	O	.	.

Allt	211	O	fohen	allur
það	211	O	fahen	sá
sem	211	O	ct	sem
við	211	O	fp1fn	ég
heyrðum	211	O	sfg1fþ	heyra
af	211	O	aþ	af
honum	211	O	fpkeþ	hann
í	211	O	aþ	í
bernsku	211	O	nveþ	bernska
okkar	211	O	fp1fe	ég
hvort	211	O	c	hvort
heldur	211	O	aam	heldur
það	211	O	fphen	það
var	211	O	sfg3eþ	vera
heima	211	O	aa	heima
,	211	O	,	,
í	211	O	aþ	í
kirkju	211	O	nveþ	kirkja
og	211	O	c	og
skóla	211	O	nkeþ	skóli
,	211	O	,	,
eða	211	O	c	eða
það	211	O	fahen	sá
sem	211	O	ct	sem
við	211	O	fp1fn	ég
lásum	211	O	sfg1fþ	lesa
og	211	O	c	og
þær	211	O	favfn	sá
myndir	211	O	nvfn	mynd
sem	211	O	ct	sem
við	211	O	fp1fn	ég
sáum	211	O	sfg1fþ	sjá
,	211	O	,	,
já	211	O	au	já
,	211	O	,	,
allt	211	O	fohen	allur
þetta	211	O	fahen	þessi
hefur	211	O	sfg3en	hafa
raðast	211	O	ssm	raða
upp	211	O	aa	upp
í	211	O	aþ	í
huga	211	O	nkeþ	hugi
okkar	211	O	fp1fe	ég
eins	211	O	aa	eins
og	211	O	c	og
stór	211	O	lvensf	stór
mósaíkmynd	211	O	nven	mósaíkmynd
af	211	O	aþ	af
meistaranum	211	O	nkeþg	meistari
frá	211	O	aþ	frá
Nasaret	211	B-Location	e	Nasaret
.	211	O	.	.

Þetta	212	O	fahen	þessi
er	212	O	sfg3en	vera
mynd	212	O	nven	mynd
sem	212	O	ct	sem
fylgir	212	O	sfg3en	fylgja
okkur	212	O	fp1fþ	ég
ævina	212	O	nveog	ævi
út	212	O	aa	út
og	212	O	c	og
hún	212	O	fpven	hún
er	212	O	sfg3en	vera
okkur	212	O	fp1fþ	ég
styrkur	212	O	nken	styrkur
á	212	O	aþ	á
ýmsum	212	O	fohfþ	ýmis
skeiðum	212	O	nhfþ	skeið
lífsins	212	O	nheeg	líf
og	212	O	c	og
ekki	212	O	aa	ekki
síst	212	O	aae	síður
þegar	212	O	c	þegar
gefur	212	O	sfg3en	gefa
á	212	O	ao	á
bátinn	212	O	nkeog	bátur
.	212	O	.	.

Þá	213	O	aa	þá
köllum	213	O	sfg1fn	kalla
við	213	O	ao	við
hana	213	O	fpveo	hún
fram	213	O	aa	fram
í	213	O	aþ	í
huga	213	O	nkeþ	hugi
okkar	213	O	fp1fe	ég
og	213	O	c	og
horfum	213	O	sfg1fn	horfa
á	213	O	ao	á
hana	213	O	fpveo	hún
.	213	O	.	.

Hún	214	O	fpven	hún
verður	214	O	sfg3en	verða
sem	214	O	ct	sem
áttaviti	214	O	nken	áttaviti
í	214	O	aþ	í
orðum	214	O	nhfþ	orð
og	214	O	c	og
verkum	214	O	nhfþ	verk
.	214	O	.	.

Eflaust	215	O	aa	eflaust
dregur	215	O	sfg3en	draga
algengasta	215	O	lvenve	algengur
myndin	215	O	nveng	mynd
af	215	O	aþ	af
Jesú	215	B-Person	nkeþ-s	Jesús
fram	215	O	aa	fram
drætti	215	O	nkfo	dráttur
kærleika	215	O	nkee	kærleiki
og	215	O	c	og
manngæsku	215	O	nvee	manngæska
:	215	O	:	:
Jesús	215	B-Person	nken-s	Jesús
sem	215	O	c	sem
málsvari	215	O	nken	málsvari
þeirra	215	O	fakfe	sá
sem	215	O	ct	sem
minna	215	O	lheovm	lítill
mega	215	O	sfg3fn	mega
sín	215	O	fpkfe	sig
,	215	O	,	,
hinna	215	O	gkfe	hinn
útskúfuðu	215	O	lkfevf	útskúfaður
á	215	O	aþ	á
jaðri	215	O	nkeþ	jaðar
samfélagsins	215	O	nheeg	samfélag
.	215	O	.	.

Hjálparhella	216	O	nven	hjálparhella
þeirra	216	O	fpkfe	hann
í	216	O	aþ	í
smáu	216	O	lheþsf	smár
sem	216	O	ct	sem
stóru	216	O	lheþsf	stór
og	216	O	c	og
sá	216	O	faken	sá
sem	216	O	ct	sem
leiddi	216	O	sfg3eþ	leiða
fólk	216	O	nheo	fólk
inn	216	O	aa	inn
í	216	O	ao	í
lífið	216	O	nheog	líf
á	216	O	ao	á
nýjan	216	O	lkeosf	nýr
leik	216	O	nkeo	leikur
.	216	O	.	.

Gaf	217	O	sfg3eþ	gefa
líf	217	O	nheo	líf
þeim	217	O	fakfþ	sá
sem	217	O	ct	sem
höfðu	217	O	sfg3fþ	hafa
glatað	217	O	ssg	glata
því	217	O	fpheþ	það
vegna	217	O	ae	vegna
sjúkdóma	217	O	nkfe	sjúkdómur
,	217	O	,	,
opnaði	217	O	sfg3eþ	opna
þeim	217	O	fpkfþ	hann
dyr	217	O	nvfo	dyr
til	217	O	ae	til
lífsins	217	O	nheeg	líf
sem	217	O	ct	sem
höfðu	217	O	sfg3fþ	hafa
lokað	217	O	ssg	loka
þeim	217	O	fpkfþ	hann
vegna	217	O	ae	vegna
framkomu	217	O	nvee	framkoma
sinnar	217	O	fevee	sinn
.	217	O	.	.

Þjáning	218	O	nven	þjáning
hans	218	O	fpkee	hann
og	218	O	c	og
sú	218	O	faven	sá
smán	218	O	nven	smán
sem	218	O	ct	sem
hann	218	O	fpken	hann
hlaut	218	O	sfg3eþ	hljóta
af	218	O	aþ	af
hendi	218	O	nveþ	hönd
margra	218	O	lkfesf	margur
á	218	O	aþ	á
jarðvistardögum	218	O	nkfþ	jarðvistardagur
sínum	218	O	fekfþ	sinn
hefur	218	O	sfg3en	hafa
blásið	218	O	ssg	blása
krafti	218	O	nkeþ	kraftur
í	218	O	ao	í
baráttu	218	O	nveo	barátta
þeirra	218	O	fakfe	sá
sem	218	O	ct	sem
kúgaðir	218	O	sþgkfn	kúga
eru	218	O	sfg3fn	vera
af	218	O	aþ	af
ranglátum	218	O	lhfþsf	ranglátur
stjórnvöldum	218	O	nhfþ	stjórnvald
-	218	O	-	-
veitt	218	O	ssg	veita
þeim	218	O	fakfþ	sá
styrk	218	O	nkeo	styrkur
sem	218	O	ct	sem
orðið	218	O	ssg	verða
hafa	218	O	sfg3fn	hafa
fyrir	218	O	aþ	fyrir
ofsóknum	218	O	nvfþ	ofsókn
af	218	O	aþ	af
hendi	218	O	nveþ	hönd
einstaklinga	218	O	nkfe	einstaklingur
eða	218	O	c	eða
félaga	218	O	nhfe	félag
.	218	O	.	.

Hún	219	O	fpven	hún
hefur	219	O	sfg3en	hafa
líka	219	O	aa	líka
aukið	219	O	ssg	auka
þeim	219	O	fpkfþ	hann
kraft	219	O	nkeo	kraftur
sem	219	O	ct	sem
hafa	219	O	sfg3fn	hafa
staðið	219	O	ssg	standa
andspænis	219	O	aþ	andspænis
andlegri	219	O	lveþsf	andlegur
þjáningu	219	O	nveþ	þjáning
og	219	O	c	og
líkamlegri	219	O	lveþsf	líkamlegur
af	219	O	aþ	af
völdum	219	O	nhfþ	vald
hvers	219	O	fohee	hver
kyns	219	O	nhee	kyn
sjúkdóma	219	O	nkfe	sjúkdómur
.	219	O	.	.

Kross	220	O	nken	kross
á	220	O	aþ	á
sjúkrastofu	220	O	nveþ	sjúkrastofa
eða	220	O	c	eða
í	220	O	aþ	í
fangaklefa	220	O	nkeþ	fangaklefi
þar	220	O	aa	þar
sem	220	O	c	sem
þjáð	220	O	lvensf	þjáður
manneskja	220	O	nven	manneskja
liggur	220	O	sfg3en	liggja
getur	220	O	sfg3en	geta
verið	220	O	ssg	vera
henni	220	O	fpveþ	hún
huggun	220	O	nven	huggun
og	220	O	c	og
styrkur	220	O	nken	styrkur
-	220	O	-	-
ekki	220	O	aa	ekki
bara	220	O	aa	bara
vegna	220	O	ae	vegna
þjáningarinnar	220	O	nveeg	þjáning
sem	220	O	ct	sem
smiðurinn	220	O	nkeng	smiður
mikli	220	O	lkenvf	mikill
gekk	220	O	sfg3eþ	ganga
í	220	O	aa	í
gegnum	220	O	aa	gegnum
heldur	220	O	aam	heldur
og	220	O	aa	og
vegna	220	O	ae	vegna
hins	220	O	fahee	hinn
sem	220	O	ct	sem
ógetið	220	O	lhensf	ógetinn
er	220	O	sfg3en	vera
:	220	O	:	:
Vonarinnar	220	O	nveeg	von
sem	220	O	ct	sem
hinn	220	O	gken	hinn
þjáði	220	O	lkenvf	þjáður
á	220	O	aþ	á
krossinum	220	O	nkeþg	kross
gaf	220	O	sfg3eþ	gefa
mannkyni	220	O	nheþ	mannkyn
.	220	O	.	.

Það	221	O	fphen	það
er	221	O	sfg3en	vera
í	221	O	aþ	í
eðli	221	O	nheþ	eðli
manneskjunnar	221	O	nveeg	manneskja
að	221	O	cn	að
forðast	221	O	snm	forða
þjáningu	221	O	nveo	þjáning
og	221	O	c	og
vanlíðan	221	O	nveo	vanlíðan
.	221	O	.	.

En	222	O	c	en
jafnvel	222	O	aa	jafnvel
þótt	222	O	c	þótt
hún	222	O	fpven	hún
viti	222	O	svg3en	vita
um	222	O	ao	um
ýmsar	222	O	fovfo	ýmis
hættur	222	O	nvfo	hætta
sem	222	O	ct	sem
lífið	222	O	nheng	líf
felur	222	O	sfg3en	fela
í	222	O	aþ	í
sér	222	O	fpheþ	sig
þá	222	O	aa	þá
arkar	222	O	sfg3en	arka
hún	222	O	fpven	hún
oft	222	O	aa	oft
út	222	O	aa	út
í	222	O	ao	í
fen	222	O	nheo	fen
ógæfunnar	222	O	nveeg	ógæfa
og	222	O	c	og
kallar	222	O	sfg3en	kalla
fram	222	O	aa	fram
ómældar	222	O	lvfosf	ómældur
þjáningar	222	O	nvfo	þjáning
yfir	222	O	ao	yfir
sjálfa	222	O	fbveo	sjálfur
sig	222	O	fpveo	sig
og	222	O	c	og
aðra	222	O	fokfo	annar
.	222	O	.	.

Ekki	223	O	aa	ekki
þarf	223	O	sfg3en	þurfa
að	223	O	cn	að
fara	223	O	sng	fara
mörgum	223	O	lhfþsf	margur
orðum	223	O	nhfþ	orð
um	223	O	ao	um
alla	223	O	foveo	allur
þá	223	O	faveo	sá
þjáningu	223	O	nveo	þjáning
sem	223	O	ct	sem
blasir	223	O	sfg3en	blasa
við	223	O	aa	við
í	223	O	aþ	í
heiminum	223	O	nkeþg	heimur
.	223	O	.	.

Oftast	224	O	aae	oft
viljum	224	O	sfg1fn	vilja
við	224	O	fp1fn	ég
ekki	224	O	aa	ekki
vita	224	O	sng	vita
af	224	O	aþ	af
henni	224	O	fpveþ	hún
vegna	224	O	ae	vegna
þess	224	O	fphee	það
að	224	O	c	að
hún	224	O	fpven	hún
veldur	224	O	sfg3en	valda
okkur	224	O	fp1fþ	ég
sjálfum	224	O	fbhfþ	sjálfur
hugarangri	224	O	nheþ	hugarangur
og	224	O	c	og
auk	224	O	ae	auk
þess	224	O	fphee	það
teljum	224	O	sfg1fn	telja
við	224	O	fp1fn	ég
jafnvel	224	O	aa	jafnvel
að	224	O	c	að
hún	224	O	fpven	hún
komi	224	O	svg3en	koma
okkur	224	O	fp1fþ	ég
ekki	224	O	aa	ekki
við	224	O	aa	við
.	224	O	.	.

Þetta	225	O	fahen	þessi
er	225	O	sfg3en	vera
þjáning	225	O	nven	þjáning
annarra	225	O	fokfe	annar
en	225	O	c	en
okkar	225	O	fp1fe	ég
.	225	O	.	.

Við	226	O	fp1fn	ég
erum	226	O	sfg1fn	vera
við	226	O	fp1fn	ég
.	226	O	.	.

En	227	O	c	en
að	227	O	cn	að
láta	227	O	sng	láta
sér	227	O	fpkeþ	sig
ekki	227	O	aa	ekki
annt	227	O	lheosf	annt
um	227	O	ao	um
aðra	227	O	fokfo	annar
er	227	O	sfg3en	vera
litur	227	O	nken	litur
sem	227	O	ct	sem
finnst	227	O	sfm3en	finna
hvergi	227	O	aa	hvergi
í	227	O	aþ	í
myndinni	227	O	nveþg	mynd
af	227	O	aþ	af
Jesú	227	B-Person	nkeþ-s	Jesús
,	227	O	,	,
fyrirmynd	227	O	nveþ	fyrirmynd
okkar	227	O	fp1fe	ég
.	227	O	.	.

Litur	228	O	nken	litur
afskiptaleysis	228	O	nhee	afskiptaleysi
er	228	O	sfg3en	vera
hins	228	O	fakee	hinn
vegar	228	O	nkee	vegur
sterkur	228	O	lkensf	sterkur
víða	228	O	aa	víða
í	228	O	aþ	í
nútímanum	228	O	nkeþg	nútími
.	228	O	.	.

Sú	229	O	faven	sá
hugsun	229	O	nven	hugsun
er	229	O	sfg3en	vera
býsna	229	O	aa	býsna
sterk	229	O	lvensf	sterkur
hjá	229	O	aþ	hjá
mörgum	229	O	lkfþsf	margur
að	229	O	c	að
við	229	O	fp1fn	ég
fáum	229	O	svg1fn	fá
engu	229	O	foheþ	enginn
breytt	229	O	ssg	breyta
um	229	O	ao	um
þjáningar	229	O	nvfo	þjáning
annarra	229	O	fokfe	annar
eins	229	O	aa	eins
og	229	O	c	og
til	229	O	ae	til
dæmis	229	O	nhee	dæmi
í	229	O	aþ	í
fjarlægum	229	O	lkfþsf	fjarlægur
heimshlutum	229	O	nkfþ	heimshluti
.	229	O	.	.

Þegar	230	O	c	þegar
við	230	O	fp1fn	ég
hugsum	230	O	sfg1fn	hugsa
með	230	O	aþ	með
þessum	230	O	fakeþ	þessi
hætti	230	O	nkeþ	háttur
þá	230	O	aa	þá
er	230	O	sfg3en	vera
næsta	230	O	aa	næsta
víst	230	O	lhensf	vís
að	230	O	c	að
við	230	O	fp1fn	ég
höfum	230	O	svg1fn	hafa
lokað	230	O	ssg	loka
eyrum	230	O	nhfþ	eyra
fyrir	230	O	aþ	fyrir
rödd	230	O	nveþ	rödd
fyrirmyndarinnar	230	O	nveeg	fyrirmynd
,	230	O	,	,
Jesú	230	B-Person	nkee-s	Jesús
frá	230	I-Person	aþ	frá
Nasaret	230	I-Person	e	Nasaret
:	230	O	:	:
Allt	230	O	foheo	allur
sem	230	O	ct	sem
þér	230	O	fp2fn	þér
viljið	230	O	sfg2fn	vilja
,	230	O	,	,
að	230	O	c	að
aðrir	230	O	fokfn	annar
menn	230	O	nkfn	maður
gjöri	230	O	svg3fn	gjöra
yður	230	O	fp2fþ	þér
...	230	O	...	...

Í	231	O	aþ	í
huga	231	O	nkeþ	hugi
margra	231	O	lkfesf	margur
er	231	O	sfg3en	vera
Jesús	231	B-Person	nken-s	Jesús
fyrirmynd	231	O	nven	fyrirmynd
um	231	O	ao	um
hina	231	O	gveo	hinn
góða	231	O	x	góður
manneskju	231	O	nveo	manneskja
sem	231	O	ct	sem
fórnar	231	O	sfg3en	fórna
